# General
## Title
### Solar PV Power
## Abstract
### CMIP5
## Date
### 2021-05-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW/MW
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1951-01-01-0130
## End date
### 2098-12-31-2230
## Temporal resolution
### 3 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1951-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-05-31,0.2106883443876859,0.17407600711921511,0.18492936542731594,0.1511058128249719,0.19619148635972886,0.1886933757794293,0.22125425134927407,0.15639686376854006,0.15046556676492304,0.14898977839298383,0.1413290520157718,0.20777054111257046,0.19961582612920098,0.12599547702996064,0.18145783163701,0.1813470663169155,0.17683120555512666,0.13779880659845067,0.15225701437397746,0.18615877430617053,,0.1356455571574153,0.16163643423659044,0.14013335124699086,0.2004578443914968,0.2022139347812006,,0.13869690300091403,0.13355372684997144,0.14585976567208594,0.2027200438398746,0.18014902384690126,0.19024861248614577,0.1354020754799144,0.1704414635741876,0.16298488330223285,0.21373593888933226,0.13706612322119688
1951-08-31,0.20581716281970328,0.1605126202498597,0.17045812370204746,0.15355651928402922,0.19652221915929255,0.17535051387576592,0.24393842375508207,0.1546983116307452,0.15344638223221493,0.15597836727798894,0.16784236809700842,0.2160659836833492,0.2223668834065101,0.13724308969926474,0.18291884121882634,0.17433503523447702,0.16379010612348893,0.12274599848079631,0.12856319356224913,0.20015377052121675,,0.1578837153922541,0.1697499906256387,0.16178690025347447,0.18996647099048758,0.19862635358168992,,0.14857899979237524,0.13038325946061158,0.14817999255935072,0.22272279829364028,0.17175598923616162,0.17141552078073727,0.14342466926754144,0.17534002916998542,0.15326686989171281,0.23378700888137938,0.13020167684209774
1951-11-30,0.13561854690786215,0.10290743877394998,0.11585862890365872,0.07343662050113338,0.13356585785013345,0.10368796835085713,0.1868056165601709,0.08624944929825121,0.07482933025388248,0.06519766303899986,0.049302937355520056,0.1461634517460135,0.15634839777673726,0.03885395351838017,0.09628212281965681,0.11288015665705538,0.10247546013825673,0.06493017616747643,0.04813320882752662,0.12979754798081553,,0.05631555489728246,0.07135738774961005,0.05340755874054698,0.1253270112295848,0.13761807440752621,,0.06917173387457484,0.05530280243046452,0.07116625014845065,0.16554102950091343,0.11386344061425545,0.1216023409711892,0.04998767384281643,0.10734498500723148,0.08735946969085721,0.15811083065920764,0.06637336315482067
1952-02-29,0.10350974637540056,0.07440487739726918,0.08634900624170998,0.04395706466376618,0.09635844300967156,0.09251203887981002,0.14439732102805244,0.04510412569313866,0.042444328172070514,0.03281065642029947,0.02266824509185851,0.10872768958179256,0.12698882688494356,0.031379401320053874,0.07505605214274579,0.08205187618180287,0.06407299626338615,0.037683820849380906,0.015354261794502694,0.10488941934386728,,0.022628374973325344,0.04745742917619689,0.021694263107126282,0.09540459102787541,0.10222718923734098,,0.036809210173139366,0.0470665317978947,0.0336057417796155,0.12958570072336673,0.07389768013608454,0.08000679153021191,0.04177764902991314,0.08091698341143104,0.05243732521478028,0.133477167858533,0.03654625677437177
1952-05-31,0.16777606527142447,0.15210476782558785,0.1477588007034838,0.13316654898161032,0.15594328723225728,0.1875521270350173,0.20705088991696574,0.13145548109878397,0.1363940068901855,0.14980917730138013,0.13934987028687856,0.17161659927780407,0.1934823865596705,0.12566099535168498,0.16029074641902205,0.14388692241898662,0.1447213761038953,0.1342165430926415,0.14273385589464524,0.166912038052299,,0.13298166124829278,0.14243992354191692,0.13187280975447174,0.1651172647884062,0.16064477926717807,,0.1360311948223449,0.14374318734883343,0.13141756184442427,0.19400410083059932,0.15138968237268874,0.15132413116939739,0.13120326586300737,0.1383365555613909,0.13803171899835798,0.1911304031471559,0.13661201886469185
1952-08-31,0.20097932436299812,0.15190044522638338,0.17006543396624024,0.12686660425024235,0.18124728097731277,0.15647532789566948,0.24120727820724977,0.1419775588419347,0.13708707401906747,0.15468433587795474,0.15999318607287824,0.20887218385331638,0.21203930620622363,0.1514601570877121,0.15498604078338754,0.1747934691235844,0.16147758017853303,0.1252437027149502,0.1348657648260491,0.19922262711199143,,0.14160527527537753,0.13181766856980567,0.15078372136415555,0.18407154510838258,0.18725699362755024,,0.13596816743895862,0.13914858151130605,0.13983637381854014,0.21987926440181266,0.16470018993038507,0.1676890574057789,0.14123018508716015,0.16723655789283481,0.1469402196573105,0.2236705628585657,0.13590519464407597
1952-11-30,0.13054056154028362,0.09786090996993523,0.1094028870191523,0.07571828961604077,0.12833759246318965,0.1139308241472863,0.1814568525483279,0.0760192294740917,0.0759767820727673,0.0718133407340554,0.05591733558942116,0.13764507096455592,0.15063443424141432,0.044296909073340746,0.10310582697075601,0.10789401411059485,0.09280461309550056,0.0714382496385237,0.054138500814925376,0.12764912512135715,,0.061579490370886454,0.07760971090266132,0.06161863022944324,0.11592377381815694,0.1287196551686269,,0.07055698860287583,0.05845023720354602,0.06670212536709363,0.1446675117659895,0.10799189249601739,0.11363475204083213,0.05377981608234425,0.10126805198903598,0.07531254225695105,0.15472738302384226,0.0742296231319063
1953-02-28,0.10918740419286134,0.08392863971359889,0.0833681910119526,0.04211494938670636,0.09884486310172202,0.0938826252824851,0.15414423335575397,0.05131607102139016,0.04791824055301578,0.028278721599414865,0.022700864718179153,0.10256197774216538,0.10955669424443094,0.02603676549090028,0.07261261804854355,0.07438000580518941,0.06270451929219714,0.034832618083951786,0.014793961926254017,0.09421645328504737,,0.02413249260838867,0.04836551370372921,0.02435214996529189,0.09736645578058335,0.10235089163036744,,0.03644732723513678,0.03828339019716674,0.03752768620896486,0.10356027402776517,0.07823885704764079,0.08153965483862262,0.03479424389068431,0.07249173433128672,0.05537894379363222,0.13272527370060141,0.03452516639293391
1953-05-31,0.17971180959388217,0.1602749518532819,0.16010760276407882,0.1276938729565492,0.16539546839401703,0.1725727172730821,0.21839981972672146,0.1408892373609729,0.13624288080722954,0.13523657004009787,0.13385638015617654,0.1895960649570588,0.194378478868469,0.11020766503037986,0.15231743262847075,0.16096135030119535,0.1557445260887506,0.13641167534553886,0.15706451170705618,0.18286567146522237,,0.12558038720674577,0.12634708940415543,0.12755852417707056,0.17057438276536704,0.17403802676451058,,0.12895515724161605,0.1275607205013689,0.13199773296117553,0.180205252153604,0.15226595837810072,0.15932156990266397,0.11547547926295809,0.1533363172990532,0.13856824850400368,0.1966061509317434,0.12910493881862747
